TireTemp_FL_Avg,TireTemp_FR_Avg,TireTemp_RL_Avg,TireTemp_RR_Avg,TireWear_FL,TireWear_FR,TireWear_RL,TireWear_RR,TirePressure_FL,TirePressure_FR,TirePressure_RL,TirePressure_RR,SlipRatio_FL,SlipRatio_FR,SlipRatio_RL,SlipRatio_RR,SlipAngle_FL,SlipAngle_FR,SlipAngle_RL,SlipAngle_RR,Timestamp,CompletedLaps,DistanceTraveled_m,CurrentSectorIndex,IsInPit
-0.7100098818688841,-0.0045047749254169996,-1.3086866205851453,-1.3235784577042293,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.7140534381446155,-5.6403697276502145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38945.023,1,False
-0.7190583400413613,-0.0485093264950483,-1.2649467766735787,-1.2590060883202154,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.7140534381446155,-5.62343251493447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38948.688,1,False
-0.7281067982138384,-0.07784569420813583,-1.2274554818922307,-1.210576811282198,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.69799402492374,-5.62343251493447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38952.191,1,False
-0.7326310273000769,-0.0925138780646796,-1.1712185397202164,-1.1540759880711824,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.68193461170287,-5.606495302218733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38955.793,1,False
-0.7462037145587925,-0.1365184296343109,-1.1274786958086445,-1.081432072514163,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.665875198481994,-5.589558089502989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38959.707,1,False
-0.7552521727312735,-0.15118661349086093,-1.0837388518970752,-1.0410743416491544,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.649815785261125,-5.572620876787252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38963.727,1,False
-0.7597764018175102,-0.18052298120394844,-1.039999007985506,-0.9845735184381352,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.633756372040249,-5.572620876787252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206848,6,38967.691,1,False
-0.7733490890762277,-0.20985934891704225,-1.0025077132041604,-0.9361442414001248,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.617696958819379,-5.555683664071508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206849,6,38971.965,1,False
-0.7733490890762277,-0.224527532773586,-0.965016418422815,-0.8877149643621142,0.0,0.0,0.0,0.0,-4.306469297563717,-3.937144646334575,-5.6016375455985035,-5.538746451355771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206849,6,38976.316,1,False
-0.7823975472487048,-0.25386390048667357,-0.9212765745112484,-0.831214141151095,0.0,0.0,0.0,0.0,-4.290339628394449,-3.937144646334575,-5.585578132377628,-5.504872025924284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206849,6,38980.691,1,False
-0.7869217763349433,-0.2685320843432173,-0.883785279729903,-0.7827848641130846,0.0,0.0,0.0,0.0,-4.290339628394449,-3.937144646334575,-5.569518719156759,-5.487934813208547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206849,6,38985.355,1,False
-0.7959702345074204,-0.29786845205630486,-0.8525425340787812,-0.7424271332480724,0.0,0.0,0.0,0.0,-4.290339628394449,-3.9171500243465376,-5.553459305935883,-5.470997600492803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765206849,6,38990.137,1,False
